line,station,color,date,population
Red,中正紀念堂,#E3002B,2024-01-08,73506
Red,台大醫院,#E3002B,2024-01-08,56581
Red,台北車站,#E3002B,2024-01-08,34937
Red,中山,#E3002B,2024-01-08,16212
Red,雙連,#E3002B,2024-01-08,71679
Red,象山,#E3002B,2024-01-09,66306
Red,台北101/世貿,#E3002B,2024-01-09,53022
Red,信義安和,#E3002B,2024-01-09,54853
Red,大安,#E3002B,2024-01-09,35439
Red,大安森林公園,#E3002B,2024-01-09,61726
Red,東門,#E3002B,2024-01-09,66085
Red,中正紀念堂,#E3002B,2024-01-09,48406
Red,台大醫院,#E3002B,2024-01-09,24876
Red,台北車站,#E3002B,2024-01-09,64003
Red,中山,#E3002B,2024-01-09,68596
Red,雙連,#E3002B,2024-01-09,46374
Red,象山,#E3002B,2024-01-10,57220
Red,台北101/世貿,#E3002B,2024-01-10,73265
Red,信義安和,#E3002B,2024-01-10,36525
Red,大安,#E3002B,2024-01-10,36314
Red,大安森林公園,#E3002B,2024-01-10,40974
Red,東門,#E3002B,2024-01-10,38338
Red,中正紀念堂,#E3002B,2024-01-10,78818
Red,台大醫院,#E3002B,2024-01-10,28758
Red,台北車站,#E3002B,2024-01-10,8737
Red,中山,#E3002B,2024-01-10,35921
Red,雙連,#E3002B,2024-01-10,4569
Red,象山,#E3002B,2024-01-11,45547
Red,台北101/世貿,#E3002B,2024-01-11,7471
Red,信義安和,#E3002B,2024-01-11,33437
Red,大安,#E3002B,2024-01-11,88823
Red,大安森林公園,#E3002B,2024-01-11,79681
Red,東門,#E3002B,2024-01-11,70916
Red,中正紀念堂,#E3002B,2024-01-11,48966
Red,台大醫院,#E3002B,2024-01-11,20030
Red,台北車站,#E3002B,2024-01-11,39530
Red,中山,#E3002B,2024-01-11,24564
Red,雙連,#E3002B,2024-01-11,68305
Red,象山,#E3002B,2024-01-12,87352
Red,台北101/世貿,#E3002B,2024-01-12,29674
Red,信義安和,#E3002B,2024-01-12,35638
Red,大安,#E3002B,2024-01-12,88079
Red,大安森林公園,#E3002B,2024-01-12,65150
Red,東門,#E3002B,2024-01-12,44037
Red,中正紀念堂,#E3002B,2024-01-12,23472
Red,台大醫院,#E3002B,2024-01-12,60231
Red,台北車站,#E3002B,2024-01-12,70858
Red,中山,#E3002B,2024-01-12,2105
Red,雙連,#E3002B,2024-01-12,35832
Red,象山,#E3002B,2024-01-13,12316
Red,台北101/世貿,#E3002B,2024-01-13,79462
Red,信義安和,#E3002B,2024-01-13,84640
Red,大安,#E3002B,2024-01-13,69555
Red,大安森林公園,#E3002B,2024-01-13,29274
Red,東門,#E3002B,2024-01-13,80740
Red,中正紀念堂,#E3002B,2024-01-13,21921
Red,台大醫院,#E3002B,2024-01-13,58264
Red,台北車站,#E3002B,2024-01-13,61779
Red,中山,#E3002B,2024-01-13,41598
Red,雙連,#E3002B,2024-01-13,42579
Red,象山,#E3002B,2024-01-14,16041
Red,台北101/世貿,#E3002B,2024-01-14,48441
Red,信義安和,#E3002B,2024-01-14,37568
Red,大安,#E3002B,2024-01-14,47002
Red,大安森林公園,#E3002B,2024-01-14,75994
Red,東門,#E3002B,2024-01-14,6282
Red,中正紀念堂,#E3002B,2024-01-14,54927
Red,台大醫院,#E3002B,2024-01-14,76837
Red,台北車站,#E3002B,2024-01-14,40253
Red,中山,#E3002B,2024-01-14,72427
Red,雙連,#E3002B,2024-01-14,63508
Red,象山,#E3002B,2024-01-15,44442
Red,台北101/世貿,#E3002B,2024-01-15,4415
Red,信義安和,#E3002B,2024-01-15,88795
Red,大安,#E3002B,2024-01-15,8029
Red,大安森林公園,#E3002B,2024-01-15,35846
Red,東門,#E3002B,2024-01-15,50174
Red,中正紀念堂,#E3002B,2024-01-15,30633
Red,台大醫院,#E3002B,2024-01-15,29693
Red,台北車站,#E3002B,2024-01-15,73344
Red,中山,#E3002B,2024-01-15,34106
Red,雙連,#E3002B,2024-01-15,53095
Red,象山,#E3002B,2024-01-16,49751
Red,台北101/世貿,#E3002B,2024-01-16,55140
Red,信義安和,#E3002B,2024-01-16,85791
Red,大安,#E3002B,2024-01-16,86606
Red,大安森林公園,#E3002B,2024-01-16,56095
Red,東門,#E3002B,2024-01-16,41833
Red,中正紀念堂,#E3002B,2024-01-16,62942
Red,台大醫院,#E3002B,2024-01-16,31018
Red,台北車站,#E3002B,2024-01-16,21767
Red,中山,#E3002B,2024-01-16,44674
Red,雙連,#E3002B,2024-01-16,24497
Red,象山,#E3002B,2024-01-17,20538
Red,台北101/世貿,#E3002B,2024-01-17,9576
Red,信義安和,#E3002B,2024-01-17,4408
Red,大安,#E3002B,2024-01-17,41964
Red,大安森林公園,#E3002B,2024-01-17,36211
Red,東門,#E3002B,2024-01-17,22457
Red,中正紀念堂,#E3002B,2024-01-17,36737
Red,台大醫院,#E3002B,2024-01-17,12595
Red,台北車站,#E3002B,2024-01-17,45701
Red,中山,#E3002B,2024-01-17,30935
Red,雙連,#E3002B,2024-01-17,20057
Red,象山,#E3002B,2024-01-18,46603
Red,台北101/世貿,#E3002B,2024-01-18,3361
Red,信義安和,#E3002B,2024-01-18,44517
Red,大安,#E3002B,2024-01-18,65537
Red,大安森林公園,#E3002B,2024-01-18,18751
Red,東門,#E3002B,2024-01-18,81577
Red,中正紀念堂,#E3002B,2024-01-18,29338
Red,台大醫院,#E3002B,2024-01-18,12007
Red,台北車站,#E3002B,2024-01-18,43130
Red,中山,#E3002B,2024-01-18,39048
Red,雙連,#E3002B,2024-01-18,61929
Red,象山,#E3002B,2024-01-19,10932
Red,台北101/世貿,#E3002B,2024-01-19,86554
Red,信義安和,#E3002B,2024-01-19,69373
Red,大安,#E3002B,2024-01-19,26292
Red,大安森林公園,#E3002B,2024-01-19,77327
Red,東門,#E3002B,2024-01-19,49031
Red,中正紀念堂,#E3002B,2024-01-19,34423
Red,台大醫院,#E3002B,2024-01-19,17161
Red,台北車站,#E3002B,2024-01-19,23985
Red,中山,#E3002B,2024-01-19,1815
Red,雙連,#E3002B,2024-01-19,59059
Red,象山,#E3002B,2024-01-20,42250
Red,台北101/世貿,#E3002B,2024-01-20,16590
Red,信義安和,#E3002B,2024-01-20,71557
Red,大安,#E3002B,2024-01-20,34112
Red,大安森林公園,#E3002B,2024-01-20,88563
Red,東門,#E3002B,2024-01-20,7906
Red,中正紀念堂,#E3002B,2024-01-20,31259
Red,台大醫院,#E3002B,2024-01-20,71516
Red,台北車站,#E3002B,2024-01-20,75820
Red,中山,#E3002B,2024-01-20,37498
Red,雙連,#E3002B,2024-01-20,33696
Red,象山,#E3002B,2024-01-21,48792
Red,台北101/世貿,#E3002B,2024-01-21,80683
Red,信義安和,#E3002B,2024-01-21,31691
Red,大安,#E3002B,2024-01-21,31632
Red,大安森林公園,#E3002B,2024-01-21,55889
Red,東門,#E3002B,2024-01-21,32994
Red,中正紀念堂,#E3002B,2024-01-21,17200
Red,台大醫院,#E3002B,2024-01-21,39637
Red,台北車站,#E3002B,2024-01-21,73537
Red,中山,#E3002B,2024-01-21,19189
Red,雙連,#E3002B,2024-01-21,57069
Red,象山,#E3002B,2024-01-22,5203
Red,台北101/世貿,#E3002B,2024-01-22,81890
Red,信義安和,#E3002B,2024-01-22,41306
Red,大安,#E3002B,2024-01-22,14579
Red,大安森林公園,#E3002B,2024-01-22,64679
Red,東門,#E3002B,2024-01-22,15799
Red,中正紀念堂,#E3002B,2024-01-22,11980
Red,台大醫院,#E3002B,2024-01-22,20660
Red,台北車站,#E3002B,2024-01-22,86715
Red,中山,#E3002B,2024-01-22,43749
Red,雙連,#E3002B,2024-01-22,3538
Red,象山,#E3002B,2024-01-23,60134
Red,台北101/世貿,#E3002B,2024-01-23,1083
Red,信義安和,#E3002B,2024-01-23,21979
Red,大安,#E3002B,2024-01-23,20887
Red,大安森林公園,#E3002B,2024-01-23,19121
Red,東門,#E3002B,2024-01-23,39207
Red,中正紀念堂,#E3002B,2024-01-23,51475
Red,台大醫院,#E3002B,2024-01-23,73307
Red,台北車站,#E3002B,2024-01-23,29659
Red,中山,#E3002B,2024-01-23,58619
Red,雙連,#E3002B,2024-01-23,68258
Red,象山,#E3002B,2024-01-24,77085
Red,台北101/世貿,#E3002B,2024-01-24,51402
Red,信義安和,#E3002B,2024-01-24,42093
Red,大安,#E3002B,2024-01-24,89437
Red,大安森林公園,#E3002B,2024-01-24,78797
Red,東門,#E3002B,2024-01-24,21289
Red,中正紀念堂,#E3002B,2024-01-24,13285
Red,台大醫院,#E3002B,2024-01-24,81078
Red,台北車站,#E3002B,2024-01-24,48757
Red,中山,#E3002B,2024-01-24,60855
Red,雙連,#E3002B,2024-01-24,31683
Red,象山,#E3002B,2024-01-25,30802
Red,台北101/世貿,#E3002B,2024-01-25,83144
Red,信義安和,#E3002B,2024-01-25,66604
Red,大安,#E3002B,2024-01-25,13934
Red,大安森林公園,#E3002B,2024-01-25,18874
Red,東門,#E3002B,2024-01-25,75860
Red,中正紀念堂,#E3002B,2024-01-25,30254
Red,台大醫院,#E3002B,2024-01-25,14493
Red,台北車站,#E3002B,2024-01-25,76188
Red,中山,#E3002B,2024-01-25,62402
Red,雙連,#E3002B,2024-01-25,19438
Red,象山,#E3002B,2024-01-26,42169
Red,台北101/世貿,#E3002B,2024-01-26,72593
Red,信義安和,#E3002B,2024-01-26,74435
Red,大安,#E3002B,2024-01-26,26813
Red,大安森林公園,#E3002B,2024-01-26,8808
Red,東門,#E3002B,2024-01-26,33743
Red,中正紀念堂,#E3002B,2024-01-26,13289
Red,台大醫院,#E3002B,2024-01-26,24185
Red,台北車站,#E3002B,2024-01-26,11657
Red,中山,#E3002B,2024-01-26,57191
Red,雙連,#E3002B,2024-01-26,19909
Red,象山,#E3002B,2024-01-27,27321
Red,台北101/世貿,#E3002B,2024-01-27,50661
Red,信義安和,#E3002B,2024-01-27,22076
Red,大安,#E3002B,2024-01-27,45645
Red,大安森林公園,#E3002B,2024-01-27,12448
Red,東門,#E3002B,2024-01-27,50250
Red,中正紀念堂,#E3002B,2024-01-27,17202
Red,台大醫院,#E3002B,2024-01-27,39557
Red,台北車站,#E3002B,2024-01-27,20728
Red,中山,#E3002B,2024-01-27,73750
Red,雙連,#E3002B,2024-01-27,10244
Red,象山,#E3002B,2024-01-28,64771
Red,台北101/世貿,#E3002B,2024-01-28,47969
Red,信義安和,#E3002B,2024-01-28,69166
Red,大安,#E3002B,2024-01-28,67254
Red,大安森林公園,#E3002B,2024-01-28,48953
Red,東門,#E3002B,2024-01-28,22063
Red,中正紀念堂,#E3002B,2024-01-28,80846
Red,台大醫院,#E3002B,2024-01-28,67778
Red,台北車站,#E3002B,2024-01-28,47204
Red,中山,#E3002B,2024-01-28,71261
Red,雙連,#E3002B,2024-01-28,18263
Red,象山,#E3002B,2024-01-29,32443
Red,台北101/世貿,#E3002B,2024-01-29,39035
Red,信義安和,#E3002B,2024-01-29,16713
Red,大安,#E3002B,2024-01-29,86334
Red,大安森林公園,#E3002B,2024-01-29,24041
Red,東門,#E3002B,2024-01-29,21484
Red,中正紀念堂,#E3002B,2024-01-29,9840
Red,台大醫院,#E3002B,2024-01-29,67031
Red,台北車站,#E3002B,2024-01-29,49596
Red,中山,#E3002B,2024-01-29,74637
Red,雙連,#E3002B,2024-01-29,45999
Red,象山,#E3002B,2024-01-30,82867
Red,台北101/世貿,#E3002B,2024-01-30,42131
Red,信義安和,#E3002B,2024-01-30,88605
Red,大安,#E3002B,2024-01-30,70563
Red,大安森林公園,#E3002B,2024-01-30,71483
Red,東門,#E3002B,2024-01-30,76111
Red,中正紀念堂,#E3002B,2024-01-30,16885
Red,台大醫院,#E3002B,2024-01-30,83848
Red,台北車站,#E3002B,2024-01-30,16635
Red,中山,#E3002B,2024-01-30,89502
Red,雙連,#E3002B,2024-01-30,77056
Red,象山,#E3002B,2024-01-31,51276
Red,台北101/世貿,#E3002B,2024-01-31,57869
Red,信義安和,#E3002B,2024-01-31,35645
Red,大安,#E3002B,2024-01-31,63505
Red,大安森林公園,#E3002B,2024-01-31,67621
Red,東門,#E3002B,2024-01-31,7439
Red,中正紀念堂,#E3002B,2024-01-31,70929
Red,台大醫院,#E3002B,2024-01-31,8052
Red,台北車站,#E3002B,2024-01-31,49036
Red,中山,#E3002B,2024-01-31,23352
Red,雙連,#E3002B,2024-01-31,29580
Red,象山,#E3002B,2024-02-01,4041
Red,台北101/世貿,#E3002B,2024-02-01,71835
Red,信義安和,#E3002B,2024-02-01,28200
Red,大安,#E3002B,2024-02-01,51870
Red,大安森林公園,#E3002B,2024-02-01,40489
Red,東門,#E3002B,2024-02-01,88162
Red,中正紀念堂,#E3002B,2024-02-01,9204
Red,台大醫院,#E3002B,2024-02-01,82735
Red,台北車站,#E3002B,2024-02-01,85230
Red,中山,#E3002B,2024-02-01,1221
Red,雙連,#E3002B,2024-02-01,1906
Red,象山,#E3002B,2024-02-02,38132
Red,台北101/世貿,#E3002B,2024-02-02,26715
Red,信義安和,#E3002B,2024-02-02,71099
Red,大安,#E3002B,2024-02-02,12561
Red,大安森林公園,#E3002B,2024-02-02,19760
Red,東門,#E3002B,2024-02-02,29425
Red,中正紀念堂,#E3002B,2024-02-02,51527
Red,台大醫院,#E3002B,2024-02-02,51357
Red,台北車站,#E3002B,2024-02-02,29836
Red,中山,#E3002B,2024-02-02,66336
Red,雙連,#E3002B,2024-02-02,6699
Red,象山,#E3002B,2024-02-03,43949
Red,台北101/世貿,#E3002B,2024-02-03,24694
Red,信義安和,#E3002B,2024-02-03,39489
Red,大安,#E3002B,2024-02-03,14130
Red,大安森林公園,#E3002B,2024-02-03,38806
Red,東門,#E3002B,2024-02-03,81325
Red,中正紀念堂,#E3002B,2024-02-03,17042
Red,台大醫院,#E3002B,2024-02-03,89106
Red,台北車站,#E3002B,2024-02-03,87050
Red,中山,#E3002B,2024-02-03,40532
Red,雙連,#E3002B,2024-02-03,3403
Red,象山,#E3002B,2024-02-04,14400
Red,台北101/世貿,#E3002B,2024-02-04,80686
Red,信義安和,#E3002B,2024-02-04,86193
Red,大安,#E3002B,2024-02-04,57939
Red,大安森林公園,#E3002B,2024-02-04,85539
Red,東門,#E3002B,2024-02-04,31361
Red,中正紀念堂,#E3002B,2024-02-04,46750
Red,台大醫院,#E3002B,2024-02-04,74477
Red,台北車站,#E3002B,2024-02-04,74939
Red,中山,#E3002B,2024-02-04,79036
Red,雙連,#E3002B,2024-02-04,29525
Red,象山,#E3002B,2024-02-05,84460
Red,台北101/世貿,#E3002B,2024-02-05,89138
Red,信義安和,#E3002B,2024-02-05,63716
Red,大安,#E3002B,2024-02-05,15226
Red,大安森林公園,#E3002B,2024-02-05,4924
Red,東門,#E3002B,2024-02-05,15195
Red,中正紀念堂,#E3002B,2024-02-05,87769
Red,台大醫院,#E3002B,2024-02-05,23468
Red,台北車站,#E3002B,2024-02-05,61369
Red,中山,#E3002B,2024-02-05,89814
Red,雙連,#E3002B,2024-02-05,3058
Red,象山,#E3002B,2024-02-06,63042
Red,台北101/世貿,#E3002B,2024-02-06,12372
Red,信義安和,#E3002B,2024-02-06,41447
Red,大安,#E3002B,2024-02-06,21161
Red,大安森林公園,#E3002B,2024-02-06,82992
Red,東門,#E3002B,2024-02-06,22758
Red,中正紀念堂,#E3002B,2024-02-06,76045
Red,台大醫院,#E3002B,2024-02-06,84098
Red,台北車站,#E3002B,2024-02-06,80618
Red,中山,#E3002B,2024-02-06,50430
Red,雙連,#E3002B,2024-02-06,56924
Red,象山,#E3002B,2024-02-07,34242
Red,台北101/世貿,#E3002B,2024-02-07,16630
Red,信義安和,#E3002B,2024-02-07,41432
Red,大安,#E3002B,2024-02-07,87816
Red,大安森林公園,#E3002B,2024-02-07,47451
Red,東門,#E3002B,2024-02-07,85082
Red,中正紀念堂,#E3002B,2024-02-07,30639
Red,台大醫院,#E3002B,2024-02-07,19390
Red,台北車站,#E3002B,2024-02-07,59317
Red,中山,#E3002B,2024-02-07,69735
Red,雙連,#E3002B,2024-02-07,58939
Red,象山,#E3002B,2024-02-08,25906
Red,台北101/世貿,#E3002B,2024-02-08,19950
Red,信義安和,#E3002B,2024-02-08,45711
Red,大安,#E3002B,2024-02-08,32349
Red,大安森林公園,#E3002B,2024-02-08,89644
Red,東門,#E3002B,2024-02-08,2472
Red,中正紀念堂,#E3002B,2024-02-08,39119
Red,台大醫院,#E3002B,2024-02-08,17984
Red,台北車站,#E3002B,2024-02-08,39435
Red,中山,#E3002B,2024-02-08,81228
Red,雙連,#E3002B,2024-02-08,9609
Red,象山,#E3002B,2024-02-09,15419
Red,台北101/世貿,#E3002B,2024-02-09,89086
Red,信義安和,#E3002B,2024-02-09,52523
Red,大安,#E3002B,2024-02-09,14935
Red,大安森林公園,#E3002B,2024-02-09,22439
Red,東門,#E3002B,2024-02-09,27692
Red,中正紀念堂,#E3002B,2024-02-09,48186
Red,台大醫院,#E3002B,2024-02-09,16944
Red,台北車站,#E3002B,2024-02-09,15183
Red,中山,#E3002B,2024-02-09,84951
Red,雙連,#E3002B,2024-02-09,68448
Red,象山,#E3002B,2024-02-10,56687
Red,台北101/世貿,#E3002B,2024-02-10,59812
Red,信義安和,#E3002B,2024-02-10,24542
Red,大安,#E3002B,2024-02-10,40498
Red,大安森林公園,#E3002B,2024-02-10,21280
Red,東門,#E3002B,2024-02-10,69609
Red,中正紀念堂,#E3002B,2024-02-10,15836
Red,台大醫院,#E3002B,2024-02-10,75065
Red,台北車站,#E3002B,2024-02-10,39507
Red,中山,#E3002B,2024-02-10,80111
Red,雙連,#E3002B,2024-02-10,69981
Red,象山,#E3002B,2024-02-11,18632
Red,台北101/世貿,#E3002B,2024-02-11,32468
Red,信義安和,#E3002B,2024-02-11,31761
Red,大安,#E3002B,2024-02-11,20023
Red,大安森林公園,#E3002B,2024-02-11,45285
Red,東門,#E3002B,2024-02-11,24828
Red,中正紀念堂,#E3002B,2024-02-11,15463
Red,台大醫院,#E3002B,2024-02-11,5441
Red,台北車站,#E3002B,2024-02-11,23786
Red,中山,#E3002B,2024-02-11,38254
Red,雙連,#E3002B,2024-02-11,25515
Red,象山,#E3002B,2024-02-12,53637
Red,台北101/世貿,#E3002B,2024-02-12,28416
Red,信義安和,#E3002B,2024-02-12,79717
Red,大安,#E3002B,2024-02-12,34122
Red,大安森林公園,#E3002B,2024-02-12,18596
Red,東門,#E3002B,2024-02-12,82440
Red,中正紀念堂,#E3002B,2024-02-12,85603
Red,台大醫院,#E3002B,2024-02-12,6370
Red,台北車站,#E3002B,2024-02-12,12167
Red,中山,#E3002B,2024-02-12,36606
Red,雙連,#E3002B,2024-02-12,52747
Red,象山,#E3002B,2024-02-13,39385
Red,台北101/世貿,#E3002B,2024-02-13,47010
Red,信義安和,#E3002B,2024-02-13,83656
Red,大安,#E3002B,2024-02-13,11397
Red,大安森林公園,#E3002B,2024-02-13,7826
Red,東門,#E3002B,2024-02-13,5615
Red,中正紀念堂,#E3002B,2024-02-13,14543
Red,台大醫院,#E3002B,2024-02-13,52293
Red,台北車站,#E3002B,2024-02-13,39653
Red,中山,#E3002B,2024-02-13,12103
Red,雙連,#E3002B,2024-02-13,71547
Red,象山,#E3002B,2024-02-14,28136
Red,台北101/世貿,#E3002B,2024-02-14,89612
Red,信義安和,#E3002B,2024-02-14,10756
Red,大安,#E3002B,2024-02-14,19253
Red,大安森林公園,#E3002B,2024-02-14,15655
Red,東門,#E3002B,2024-02-14,37270
Red,中正紀念堂,#E3002B,2024-02-14,45561
Red,台大醫院,#E3002B,2024-02-14,5597
Red,台北車站,#E3002B,2024-02-14,22519
Red,中山,#E3002B,2024-02-14,79971
Red,雙連,#E3002B,2024-02-14,29907
Red,象山,#E3002B,2024-02-15,71215
Red,台北101/世貿,#E3002B,2024-02-15,65528
Red,信義安和,#E3002B,2024-02-15,50894
Red,大安,#E3002B,2024-02-15,34143
Red,大安森林公園,#E3002B,2024-02-15,49752
Red,東門,#E3002B,2024-02-15,46119
Red,中正紀念堂,#E3002B,2024-02-15,61895
Red,台大醫院,#E3002B,2024-02-15,76872
Red,台北車站,#E3002B,2024-02-15,81060
Red,中山,#E3002B,2024-02-15,63009
Red,雙連,#E3002B,2024-02-15,59594
Red,象山,#E3002B,2024-02-16,73648
Red,台北101/世貿,#E3002B,2024-02-16,60270
Red,信義安和,#E3002B,2024-02-16,36825
Red,大安,#E3002B,2024-02-16,73755
Red,大安森林公園,#E3002B,2024-02-16,87868
Red,東門,#E3002B,2024-02-16,48858
Red,中正紀念堂,#E3002B,2024-02-16,28992
Red,台大醫院,#E3002B,2024-02-16,86651
Red,台北車站,#E3002B,2024-02-16,15730
Red,中山,#E3002B,2024-02-16,2366
Red,雙連,#E3002B,2024-02-16,12556
Red,象山,#E3002B,2024-02-17,47781
Red,台北101/世貿,#E3002B,2024-02-17,37079
Red,信義安和,#E3002B,2024-02-17,77761
Red,大安,#E3002B,2024-02-17,85592
Red,大安森林公園,#E3002B,2024-02-17,83566
Red,東門,#E3002B,2024-02-17,82077
Red,中正紀念堂,#E3002B,2024-02-17,1477
Red,台大醫院,#E3002B,2024-02-17,56676
Red,台北車站,#E3002B,2024-02-17,42358
Red,中山,#E3002B,2024-02-17,53586
Red,雙連,#E3002B,2024-02-17,41885
Red,象山,#E3002B,2024-02-18,81259
Red,台北101/世貿,#E3002B,2024-02-18,71841
Red,信義安和,#E3002B,2024-02-18,16823
Red,大安,#E3002B,2024-02-18,19111
Red,大安森林公園,#E3002B,2024-02-18,36654
Red,東門,#E3002B,2024-02-18,25729
Red,中正紀念堂,#E3002B,2024-02-18,60735
Red,台大醫院,#E3002B,2024-02-18,44516
Red,台北車站,#E3002B,2024-02-18,23239
Red,中山,#E3002B,2024-02-18,3123
Red,雙連,#E3002B,2024-02-18,12592
Red,象山,#E3002B,2024-02-19,63009
Red,台北101/世貿,#E3002B,2024-02-19,55431
Red,信義安和,#E3002B,2024-02-19,20728
Red,大安,#E3002B,2024-02-19,21492
Red,大安森林公園,#E3002B,2024-02-19,39606
Red,東門,#E3002B,2024-02-19,86117
Red,中正紀念堂,#E3002B,2024-02-19,12054
Red,台大醫院,#E3002B,2024-02-19,62814
Red,台北車站,#E3002B,2024-02-19,55374
Red,中山,#E3002B,2024-02-19,49401
Red,雙連,#E3002B,2024-02-19,26613
Red,象山,#E3002B,2024-02-20,17553
Red,台北101/世貿,#E3002B,2024-02-20,21089
Red,信義安和,#E3002B,2024-02-20,34348
Red,大安,#E3002B,2024-02-20,65315
Red,大安森林公園,#E3002B,2024-02-20,8824
Red,東門,#E3002B,2024-02-20,38626
Red,中正紀念堂,#E3002B,2024-02-20,30238
Red,台大醫院,#E3002B,2024-02-20,5039
Red,台北車站,#E3002B,2024-02-20,45674
Red,中山,#E3002B,2024-02-20,69606
Red,雙連,#E3002B,2024-02-20,55517
Red,象山,#E3002B,2024-02-21,39469
Red,台北101/世貿,#E3002B,2024-02-21,43647
Red,信義安和,#E3002B,2024-02-21,87299
Red,大安,#E3002B,2024-02-21,28377
Red,大安森林公園,#E3002B,2024-02-21,41640
Red,東門,#E3002B,2024-02-21,28571
Red,中正紀念堂,#E3002B,2024-02-21,58929
Red,台大醫院,#E3002B,2024-02-21,50403
Red,台北車站,#E3002B,2024-02-21,14192
Red,中山,#E3002B,2024-02-21,7429
Red,雙連,#E3002B,2024-02-21,41844
Red,象山,#E3002B,2024-02-22,87521
Red,台北101/世貿,#E3002B,2024-02-22,53814
Red,信義安和,#E3002B,2024-02-22,8052
Red,大安,#E3002B,2024-02-22,22187
Red,大安森林公園,#E3002B,2024-02-22,63921
Red,東門,#E3002B,2024-02-22,72145
Red,中正紀念堂,#E3002B,2024-02-22,43171
Red,台大醫院,#E3002B,2024-02-22,88774
Red,台北車站,#E3002B,2024-02-22,46504
Red,中山,#E3002B,2024-02-22,59508
