line,station,color,date,population
Green,西門,#008859,2024-01-09,52140
Green,北門,#008859,2024-01-09,33196
Green,中山,#008859,2024-01-09,67076
Green,新店,#008859,2024-01-10,33280
Green,新店區公所,#008859,2024-01-10,35141
Green,七張,#008859,2024-01-10,3565
Green,小碧潭,#008859,2024-01-10,84836
Green,大坪林,#008859,2024-01-10,23607
Green,景美,#008859,2024-01-10,87004
Green,萬隆,#008859,2024-01-10,36302
Green,公館,#008859,2024-01-10,30917
Green,台電大樓,#008859,2024-01-10,66908
Green,古亭,#008859,2024-01-10,24144
Green,中正紀念堂,#008859,2024-01-10,47246
Green,小南門,#008859,2024-01-10,9638
Green,西門,#008859,2024-01-10,29675
Green,北門,#008859,2024-01-10,31981
Green,中山,#008859,2024-01-10,23421
Green,新店,#008859,2024-01-11,7465
Green,新店區公所,#008859,2024-01-11,69888
Green,七張,#008859,2024-01-11,52359
Green,小碧潭,#008859,2024-01-11,66646
Green,大坪林,#008859,2024-01-11,6394
Green,景美,#008859,2024-01-11,82312
Green,萬隆,#008859,2024-01-11,18172
Green,公館,#008859,2024-01-11,29977
Green,台電大樓,#008859,2024-01-11,89170
Green,古亭,#008859,2024-01-11,64290
Green,中正紀念堂,#008859,2024-01-11,73452
Green,小南門,#008859,2024-01-11,40774
Green,西門,#008859,2024-01-11,10782
Green,北門,#008859,2024-01-11,44478
Green,中山,#008859,2024-01-11,39653
Green,新店,#008859,2024-01-12,33677
Green,新店區公所,#008859,2024-01-12,62544
Green,七張,#008859,2024-01-12,39497
Green,小碧潭,#008859,2024-01-12,86300
Green,大坪林,#008859,2024-01-12,46844
Green,景美,#008859,2024-01-12,61348
Green,萬隆,#008859,2024-01-12,44331
Green,公館,#008859,2024-01-12,64865
Green,台電大樓,#008859,2024-01-12,39952
Green,古亭,#008859,2024-01-12,58008
Green,中正紀念堂,#008859,2024-01-12,29250
Green,小南門,#008859,2024-01-12,26677
Green,西門,#008859,2024-01-12,4603
Green,北門,#008859,2024-01-12,26844
Green,中山,#008859,2024-01-12,71083
Green,新店,#008859,2024-01-13,69588
Green,新店區公所,#008859,2024-01-13,69747
Green,七張,#008859,2024-01-13,27673
Green,小碧潭,#008859,2024-01-13,20478
Green,大坪林,#008859,2024-01-13,45654
Green,景美,#008859,2024-01-13,50467
Green,萬隆,#008859,2024-01-13,68008
Green,公館,#008859,2024-01-13,60840
Green,台電大樓,#008859,2024-01-13,46412
Green,古亭,#008859,2024-01-13,24055
Green,中正紀念堂,#008859,2024-01-13,88482
Green,小南門,#008859,2024-01-13,6067
Green,西門,#008859,2024-01-13,14683
Green,北門,#008859,2024-01-13,48252
Green,中山,#008859,2024-01-13,66156
Green,新店,#008859,2024-01-14,73218
Green,新店區公所,#008859,2024-01-14,88939
Green,七張,#008859,2024-01-14,59126
Green,小碧潭,#008859,2024-01-14,30971
Green,大坪林,#008859,2024-01-14,22670
Green,景美,#008859,2024-01-14,2560
Green,萬隆,#008859,2024-01-14,88447
Green,公館,#008859,2024-01-14,33411
Green,台電大樓,#008859,2024-01-14,31520
Green,古亭,#008859,2024-01-14,27572
Green,中正紀念堂,#008859,2024-01-14,47899
Green,小南門,#008859,2024-01-14,7211
Green,西門,#008859,2024-01-14,79613
Green,北門,#008859,2024-01-14,10393
Green,中山,#008859,2024-01-14,84458
Green,新店,#008859,2024-01-15,31557
Green,新店區公所,#008859,2024-01-15,21006
Green,七張,#008859,2024-01-15,51840
Green,小碧潭,#008859,2024-01-15,13000
Green,大坪林,#008859,2024-01-15,11517
Green,景美,#008859,2024-01-15,57877
Green,萬隆,#008859,2024-01-15,47647
Green,公館,#008859,2024-01-15,67538
Green,台電大樓,#008859,2024-01-15,32593
Green,古亭,#008859,2024-01-15,67724
Green,中正紀念堂,#008859,2024-01-15,3939
Green,小南門,#008859,2024-01-15,14296
Green,西門,#008859,2024-01-15,67030
Green,北門,#008859,2024-01-15,87599
Green,中山,#008859,2024-01-15,74762
Green,新店,#008859,2024-01-16,12191
Green,新店區公所,#008859,2024-01-16,48442
Green,七張,#008859,2024-01-16,70999
Green,小碧潭,#008859,2024-01-16,60081
Green,大坪林,#008859,2024-01-16,77832
Green,景美,#008859,2024-01-16,47596
Green,萬隆,#008859,2024-01-16,26209
Green,公館,#008859,2024-01-16,21117
Green,台電大樓,#008859,2024-01-16,59422
Green,古亭,#008859,2024-01-16,37934
Green,中正紀念堂,#008859,2024-01-16,42761
Green,小南門,#008859,2024-01-16,78326
Green,西門,#008859,2024-01-16,5063
Green,北門,#008859,2024-01-16,31458
Green,中山,#008859,2024-01-16,81952
Green,新店,#008859,2024-01-17,20288
Green,新店區公所,#008859,2024-01-17,37236
Green,七張,#008859,2024-01-17,70739
Green,小碧潭,#008859,2024-01-17,14199
Green,大坪林,#008859,2024-01-17,39547
Green,景美,#008859,2024-01-17,36648
Green,萬隆,#008859,2024-01-17,49057
Green,公館,#008859,2024-01-17,47676
Green,台電大樓,#008859,2024-01-17,10760
Green,古亭,#008859,2024-01-17,10781
Green,中正紀念堂,#008859,2024-01-17,48124
Green,小南門,#008859,2024-01-17,9957
Green,西門,#008859,2024-01-17,52112
Green,北門,#008859,2024-01-17,23226
Green,中山,#008859,2024-01-17,66522
Green,新店,#008859,2024-01-18,71319
Green,新店區公所,#008859,2024-01-18,28374
Green,七張,#008859,2024-01-18,58380
Green,小碧潭,#008859,2024-01-18,29314
Green,大坪林,#008859,2024-01-18,37238
Green,景美,#008859,2024-01-18,75184
Green,萬隆,#008859,2024-01-18,49991
Green,公館,#008859,2024-01-18,53417
Green,台電大樓,#008859,2024-01-18,7492
Green,古亭,#008859,2024-01-18,68675
Green,中正紀念堂,#008859,2024-01-18,6703
Green,小南門,#008859,2024-01-18,47450
Green,西門,#008859,2024-01-18,88117
Green,北門,#008859,2024-01-18,8044
Green,中山,#008859,2024-01-18,45899
Green,新店,#008859,2024-01-19,45349
Green,新店區公所,#008859,2024-01-19,69709
Green,七張,#008859,2024-01-19,39949
Green,小碧潭,#008859,2024-01-19,4473
Green,大坪林,#008859,2024-01-19,84502
Green,景美,#008859,2024-01-19,55224
Green,萬隆,#008859,2024-01-19,65969
Green,公館,#008859,2024-01-19,65085
Green,台電大樓,#008859,2024-01-19,20632
Green,古亭,#008859,2024-01-19,19557
Green,中正紀念堂,#008859,2024-01-19,73591
Green,小南門,#008859,2024-01-19,49360
Green,西門,#008859,2024-01-19,48050
Green,北門,#008859,2024-01-19,89536
Green,中山,#008859,2024-01-19,26143
Green,新店,#008859,2024-01-20,89194
Green,新店區公所,#008859,2024-01-20,10931
Green,七張,#008859,2024-01-20,71648
Green,小碧潭,#008859,2024-01-20,34808
Green,大坪林,#008859,2024-01-20,22845
Green,景美,#008859,2024-01-20,54605
Green,萬隆,#008859,2024-01-20,53293
Green,公館,#008859,2024-01-20,71002
Green,台電大樓,#008859,2024-01-20,49852
Green,古亭,#008859,2024-01-20,69854
Green,中正紀念堂,#008859,2024-01-20,46191
Green,小南門,#008859,2024-01-20,64587
Green,西門,#008859,2024-01-20,14518
Green,北門,#008859,2024-01-20,53903
Green,中山,#008859,2024-01-20,30263
Green,新店,#008859,2024-01-21,59346
Green,新店區公所,#008859,2024-01-21,28110
Green,七張,#008859,2024-01-21,86573
Green,小碧潭,#008859,2024-01-21,14333
Green,大坪林,#008859,2024-01-21,44009
Green,景美,#008859,2024-01-21,58698
Green,萬隆,#008859,2024-01-21,5596
Green,公館,#008859,2024-01-21,52813
Green,台電大樓,#008859,2024-01-21,53591
Green,古亭,#008859,2024-01-21,21599
Green,中正紀念堂,#008859,2024-01-21,36730
Green,小南門,#008859,2024-01-21,45505
Green,西門,#008859,2024-01-21,40937
Green,北門,#008859,2024-01-21,38669
Green,中山,#008859,2024-01-21,23667
Green,新店,#008859,2024-01-22,8303
Green,新店區公所,#008859,2024-01-22,86124
Green,七張,#008859,2024-01-22,22368
Green,小碧潭,#008859,2024-01-22,87719
Green,大坪林,#008859,2024-01-22,3637
Green,景美,#008859,2024-01-22,71936
Green,萬隆,#008859,2024-01-22,76232
Green,公館,#008859,2024-01-22,46147
Green,台電大樓,#008859,2024-01-22,82064
Green,古亭,#008859,2024-01-22,3883
Green,中正紀念堂,#008859,2024-01-22,50560
Green,小南門,#008859,2024-01-22,48785
Green,西門,#008859,2024-01-22,44867
Green,北門,#008859,2024-01-22,54653
Green,中山,#008859,2024-01-22,66384
Green,新店,#008859,2024-01-23,85265
Green,新店區公所,#008859,2024-01-23,76867
Green,七張,#008859,2024-01-23,84258
Green,小碧潭,#008859,2024-01-23,58063
Green,大坪林,#008859,2024-01-23,2551
Green,景美,#008859,2024-01-23,53500
Green,萬隆,#008859,2024-01-23,54114
Green,公館,#008859,2024-01-23,62025
Green,台電大樓,#008859,2024-01-23,57660
Green,古亭,#008859,2024-01-23,28176
Green,中正紀念堂,#008859,2024-01-23,6302
Green,小南門,#008859,2024-01-23,1998
Green,西門,#008859,2024-01-23,33959
Green,北門,#008859,2024-01-23,49518
Green,中山,#008859,2024-01-23,50266
Green,新店,#008859,2024-01-24,69352
Green,新店區公所,#008859,2024-01-24,34731
Green,七張,#008859,2024-01-24,33304
Green,小碧潭,#008859,2024-01-24,79309
Green,大坪林,#008859,2024-01-24,68675
Green,景美,#008859,2024-01-24,21665
Green,萬隆,#008859,2024-01-24,22877
Green,公館,#008859,2024-01-24,47953
Green,台電大樓,#008859,2024-01-24,11950
Green,古亭,#008859,2024-01-24,26379
Green,中正紀念堂,#008859,2024-01-24,87603
Green,小南門,#008859,2024-01-24,60850
Green,西門,#008859,2024-01-24,89423
Green,北門,#008859,2024-01-24,43965
Green,中山,#008859,2024-01-24,74543
Green,新店,#008859,2024-01-25,72828
Green,新店區公所,#008859,2024-01-25,9792
Green,七張,#008859,2024-01-25,54717
Green,小碧潭,#008859,2024-01-25,71936
Green,大坪林,#008859,2024-01-25,8784
Green,景美,#008859,2024-01-25,39439
Green,萬隆,#008859,2024-01-25,56442
Green,公館,#008859,2024-01-25,88469
Green,台電大樓,#008859,2024-01-25,87076
Green,古亭,#008859,2024-01-25,22747
Green,中正紀念堂,#008859,2024-01-25,33201
Green,小南門,#008859,2024-01-25,63899
Green,西門,#008859,2024-01-25,19903
Green,北門,#008859,2024-01-25,59571
Green,中山,#008859,2024-01-25,2645
Green,新店,#008859,2024-01-26,42481
Green,新店區公所,#008859,2024-01-26,73916
Green,七張,#008859,2024-01-26,79298
Green,小碧潭,#008859,2024-01-26,34762
Green,大坪林,#008859,2024-01-26,61362
Green,景美,#008859,2024-01-26,37947
Green,萬隆,#008859,2024-01-26,59045
Green,公館,#008859,2024-01-26,48970
Green,台電大樓,#008859,2024-01-26,53765
Green,古亭,#008859,2024-01-26,86909
Green,中正紀念堂,#008859,2024-01-26,5762
Green,小南門,#008859,2024-01-26,68563
Green,西門,#008859,2024-01-26,8497
Green,北門,#008859,2024-01-26,12772
Green,中山,#008859,2024-01-26,24970
Green,新店,#008859,2024-01-27,2968
Green,新店區公所,#008859,2024-01-27,41018
Green,七張,#008859,2024-01-27,78306
Green,小碧潭,#008859,2024-01-27,17335
Green,大坪林,#008859,2024-01-27,62895
Green,景美,#008859,2024-01-27,70154
Green,萬隆,#008859,2024-01-27,15074
Green,公館,#008859,2024-01-27,53741
Green,台電大樓,#008859,2024-01-27,60614
Green,古亭,#008859,2024-01-27,88723
Green,中正紀念堂,#008859,2024-01-27,81964
Green,小南門,#008859,2024-01-27,25255
Green,西門,#008859,2024-01-27,84678
Green,北門,#008859,2024-01-27,18011
Green,中山,#008859,2024-01-27,42687
Green,新店,#008859,2024-01-28,57609
Green,新店區公所,#008859,2024-01-28,9309
Green,七張,#008859,2024-01-28,53113
Green,小碧潭,#008859,2024-01-28,51525
Green,大坪林,#008859,2024-01-28,83560
Green,景美,#008859,2024-01-28,47619
Green,萬隆,#008859,2024-01-28,62626
Green,公館,#008859,2024-01-28,44267
Green,台電大樓,#008859,2024-01-28,30736
Green,古亭,#008859,2024-01-28,34061
Green,中正紀念堂,#008859,2024-01-28,61027
Green,小南門,#008859,2024-01-28,63790
Green,西門,#008859,2024-01-28,23093
Green,北門,#008859,2024-01-28,1446
Green,中山,#008859,2024-01-28,80288
Green,新店,#008859,2024-01-29,26221
Green,新店區公所,#008859,2024-01-29,21477
Green,七張,#008859,2024-01-29,59201
Green,小碧潭,#008859,2024-01-29,24194
Green,大坪林,#008859,2024-01-29,2463
Green,景美,#008859,2024-01-29,20467
Green,萬隆,#008859,2024-01-29,10950
Green,公館,#008859,2024-01-29,25820
Green,台電大樓,#008859,2024-01-29,37604
Green,古亭,#008859,2024-01-29,48535
Green,中正紀念堂,#008859,2024-01-29,66482
Green,小南門,#008859,2024-01-29,17131
Green,西門,#008859,2024-01-29,54281
Green,北門,#008859,2024-01-29,78186
Green,中山,#008859,2024-01-29,16551
Green,新店,#008859,2024-01-30,24204
Green,新店區公所,#008859,2024-01-30,2569
Green,七張,#008859,2024-01-30,13338
Green,小碧潭,#008859,2024-01-30,10197
Green,大坪林,#008859,2024-01-30,52749
Green,景美,#008859,2024-01-30,88787
Green,萬隆,#008859,2024-01-30,77960
Green,公館,#008859,2024-01-30,79527
Green,台電大樓,#008859,2024-01-30,62636
Green,古亭,#008859,2024-01-30,38519
Green,中正紀念堂,#008859,2024-01-30,59405
Green,小南門,#008859,2024-01-30,43914
Green,西門,#008859,2024-01-30,66774
Green,北門,#008859,2024-01-30,50368
Green,中山,#008859,2024-01-30,50527
Green,新店,#008859,2024-01-31,77744
Green,新店區公所,#008859,2024-01-31,34870
Green,七張,#008859,2024-01-31,5637
Green,小碧潭,#008859,2024-01-31,87125
Green,大坪林,#008859,2024-01-31,7116
Green,景美,#008859,2024-01-31,85805
Green,萬隆,#008859,2024-01-31,49244
Green,公館,#008859,2024-01-31,43191
Green,台電大樓,#008859,2024-01-31,1454
Green,古亭,#008859,2024-01-31,47121
Green,中正紀念堂,#008859,2024-01-31,68429
Green,小南門,#008859,2024-01-31,46298
Green,西門,#008859,2024-01-31,3526
Green,北門,#008859,2024-01-31,17901
Green,中山,#008859,2024-01-31,88234
Green,新店,#008859,2024-02-01,72444
Green,新店區公所,#008859,2024-02-01,81972
Green,七張,#008859,2024-02-01,6883
Green,小碧潭,#008859,2024-02-01,27711
Green,大坪林,#008859,2024-02-01,58792
Green,景美,#008859,2024-02-01,71799
Green,萬隆,#008859,2024-02-01,45456
Green,公館,#008859,2024-02-01,65158
Green,台電大樓,#008859,2024-02-01,18376
Green,古亭,#008859,2024-02-01,59087
Green,中正紀念堂,#008859,2024-02-01,45239
Green,小南門,#008859,2024-02-01,21704
Green,西門,#008859,2024-02-01,53729
Green,北門,#008859,2024-02-01,5992
Green,中山,#008859,2024-02-01,32548
Green,新店,#008859,2024-02-02,84452
Green,新店區公所,#008859,2024-02-02,49610
Green,七張,#008859,2024-02-02,79535
Green,小碧潭,#008859,2024-02-02,59368
Green,大坪林,#008859,2024-02-02,11927
Green,景美,#008859,2024-02-02,36110
Green,萬隆,#008859,2024-02-02,88962
Green,公館,#008859,2024-02-02,14291
Green,台電大樓,#008859,2024-02-02,13209
Green,古亭,#008859,2024-02-02,15952
Green,中正紀念堂,#008859,2024-02-02,59716
Green,小南門,#008859,2024-02-02,33636
Green,西門,#008859,2024-02-02,59750
Green,北門,#008859,2024-02-02,63709
Green,中山,#008859,2024-02-02,55231
Green,新店,#008859,2024-02-03,31814
Green,新店區公所,#008859,2024-02-03,32152
Green,七張,#008859,2024-02-03,2554
Green,小碧潭,#008859,2024-02-03,43010
Green,大坪林,#008859,2024-02-03,1388
Green,景美,#008859,2024-02-03,4710
Green,萬隆,#008859,2024-02-03,65953
Green,公館,#008859,2024-02-03,87609
Green,台電大樓,#008859,2024-02-03,54684
Green,古亭,#008859,2024-02-03,61913
Green,中正紀念堂,#008859,2024-02-03,49111
Green,小南門,#008859,2024-02-03,69801
Green,西門,#008859,2024-02-03,45815
Green,北門,#008859,2024-02-03,23352
Green,中山,#008859,2024-02-03,89712
Green,新店,#008859,2024-02-04,79251
Green,新店區公所,#008859,2024-02-04,16616
Green,七張,#008859,2024-02-04,82843
Green,小碧潭,#008859,2024-02-04,20227
Green,大坪林,#008859,2024-02-04,13874
Green,景美,#008859,2024-02-04,51639
Green,萬隆,#008859,2024-02-04,41021
Green,公館,#008859,2024-02-04,89836
Green,台電大樓,#008859,2024-02-04,41263
Green,古亭,#008859,2024-02-04,11803
Green,中正紀念堂,#008859,2024-02-04,83268
Green,小南門,#008859,2024-02-04,79856
Green,西門,#008859,2024-02-04,16089
Green,北門,#008859,2024-02-04,26023
Green,中山,#008859,2024-02-04,79583
Green,新店,#008859,2024-02-05,76274
Green,新店區公所,#008859,2024-02-05,63044
Green,七張,#008859,2024-02-05,59930
Green,小碧潭,#008859,2024-02-05,67663
Green,大坪林,#008859,2024-02-05,12209
Green,景美,#008859,2024-02-05,24688
Green,萬隆,#008859,2024-02-05,88143
Green,公館,#008859,2024-02-05,59328
Green,台電大樓,#008859,2024-02-05,55909
Green,古亭,#008859,2024-02-05,16601
Green,中正紀念堂,#008859,2024-02-05,69836
Green,小南門,#008859,2024-02-05,1178
Green,西門,#008859,2024-02-05,4492
Green,北門,#008859,2024-02-05,25700
Green,中山,#008859,2024-02-05,52220
Green,新店,#008859,2024-02-06,33619
Green,新店區公所,#008859,2024-02-06,4004
Green,七張,#008859,2024-02-06,57667
Green,小碧潭,#008859,2024-02-06,46563
Green,大坪林,#008859,2024-02-06,18260
Green,景美,#008859,2024-02-06,19421
Green,萬隆,#008859,2024-02-06,30922
Green,公館,#008859,2024-02-06,39815
Green,台電大樓,#008859,2024-02-06,22181
Green,古亭,#008859,2024-02-06,34377
Green,中正紀念堂,#008859,2024-02-06,33905
Green,小南門,#008859,2024-02-06,14631
Green,西門,#008859,2024-02-06,21883
Green,北門,#008859,2024-02-06,14166
Green,中山,#008859,2024-02-06,16187
Green,新店,#008859,2024-02-07,39943
Green,新店區公所,#008859,2024-02-07,27743
Green,七張,#008859,2024-02-07,55847
Green,小碧潭,#008859,2024-02-07,16409
Green,大坪林,#008859,2024-02-07,15284
Green,景美,#008859,2024-02-07,23666
Green,萬隆,#008859,2024-02-07,21829
Green,公館,#008859,2024-02-07,49477
Green,台電大樓,#008859,2024-02-07,15735
Green,古亭,#008859,2024-02-07,38400
Green,中正紀念堂,#008859,2024-02-07,89134
Green,小南門,#008859,2024-02-07,86692
Green,西門,#008859,2024-02-07,85454
Green,北門,#008859,2024-02-07,84115
Green,中山,#008859,2024-02-07,28839
Green,新店,#008859,2024-02-08,50356
Green,新店區公所,#008859,2024-02-08,52213
Green,七張,#008859,2024-02-08,48774
Green,小碧潭,#008859,2024-02-08,36175
Green,大坪林,#008859,2024-02-08,82554
Green,景美,#008859,2024-02-08,34622
Green,萬隆,#008859,2024-02-08,77457
Green,公館,#008859,2024-02-08,60653
Green,台電大樓,#008859,2024-02-08,26308
Green,古亭,#008859,2024-02-08,53498
Green,中正紀念堂,#008859,2024-02-08,25896
Green,小南門,#008859,2024-02-08,33683
Green,西門,#008859,2024-02-08,21081
Green,北門,#008859,2024-02-08,36122
Green,中山,#008859,2024-02-08,23381
Green,新店,#008859,2024-02-09,24082
Green,新店區公所,#008859,2024-02-09,40431
Green,七張,#008859,2024-02-09,11600
Green,小碧潭,#008859,2024-02-09,14748
Green,大坪林,#008859,2024-02-09,51074
Green,景美,#008859,2024-02-09,18383
Green,萬隆,#008859,2024-02-09,60167
Green,公館,#008859,2024-02-09,13662
Green,台電大樓,#008859,2024-02-09,87618
Green,古亭,#008859,2024-02-09,49854
Green,中正紀念堂,#008859,2024-02-09,41741
Green,小南門,#008859,2024-02-09,64295
Green,西門,#008859,2024-02-09,16069
Green,北門,#008859,2024-02-09,69419
Green,中山,#008859,2024-02-09,85933
Green,新店,#008859,2024-02-10,80799
Green,新店區公所,#008859,2024-02-10,18466
Green,七張,#008859,2024-02-10,79390
Green,小碧潭,#008859,2024-02-10,21712
Green,大坪林,#008859,2024-02-10,42801
Green,景美,#008859,2024-02-10,46023
Green,萬隆,#008859,2024-02-10,87910
Green,公館,#008859,2024-02-10,41247
Green,台電大樓,#008859,2024-02-10,50376
Green,古亭,#008859,2024-02-10,73959
Green,中正紀念堂,#008859,2024-02-10,21176
Green,小南門,#008859,2024-02-10,23736
Green,西門,#008859,2024-02-10,55759
Green,北門,#008859,2024-02-10,57184
Green,中山,#008859,2024-02-10,79724
Green,新店,#008859,2024-02-11,22951
Green,新店區公所,#008859,2024-02-11,77940
Green,七張,#008859,2024-02-11,18503
Green,小碧潭,#008859,2024-02-11,43074
Green,大坪林,#008859,2024-02-11,22376
Green,景美,#008859,2024-02-11,3811
Green,萬隆,#008859,2024-02-11,7356
Green,公館,#008859,2024-02-11,20630
Green,台電大樓,#008859,2024-02-11,21274
Green,古亭,#008859,2024-02-11,87642
Green,中正紀念堂,#008859,2024-02-11,44123
Green,小南門,#008859,2024-02-11,15265
Green,西門,#008859,2024-02-11,84689
Green,北門,#008859,2024-02-11,26960
Green,中山,#008859,2024-02-11,34210
Green,新店,#008859,2024-02-12,89402
Green,新店區公所,#008859,2024-02-12,15193
Green,七張,#008859,2024-02-12,51449
Green,小碧潭,#008859,2024-02-12,85607
Green,大坪林,#008859,2024-02-12,68617
Green,景美,#008859,2024-02-12,11772
Green,萬隆,#008859,2024-02-12,80325
Green,公館,#008859,2024-02-12,68260
Green,台電大樓,#008859,2024-02-12,75313
Green,古亭,#008859,2024-02-12,81699
Green,中正紀念堂,#008859,2024-02-12,37847
Green,小南門,#008859,2024-02-12,78519
Green,西門,#008859,2024-02-12,83709
Green,北門,#008859,2024-02-12,3882
Green,中山,#008859,2024-02-12,39597
Green,新店,#008859,2024-02-13,16322
Green,新店區公所,#008859,2024-02-13,50298
Green,七張,#008859,2024-02-13,12866
Green,小碧潭,#008859,2024-02-13,50988
Green,大坪林,#008859,2024-02-13,18599
Green,景美,#008859,2024-02-13,69377
Green,萬隆,#008859,2024-02-13,2758
Green,公館,#008859,2024-02-13,61184
Green,台電大樓,#008859,2024-02-13,61210
Green,古亭,#008859,2024-02-13,46782
