line,station,color,date,population
Brown,大安,#BB7744,2024-01-07,7053
Brown,忠孝復興,#BB7744,2024-01-07,21720
Brown,南京復興,#BB7744,2024-01-07,49043
Brown,中山國中,#BB7744,2024-01-07,37440
Brown,動物園,#BB7744,2024-01-08,6761
Brown,木柵,#BB7744,2024-01-08,28206
Brown,萬芳社區,#BB7744,2024-01-08,85775
Brown,萬芳醫院,#BB7744,2024-01-08,11811
Brown,辛亥,#BB7744,2024-01-08,78014
Brown,麟光,#BB7744,2024-01-08,56070
Brown,六張犁,#BB7744,2024-01-08,79500
Brown,科技大樓,#BB7744,2024-01-08,24714
Brown,大安,#BB7744,2024-01-08,64734
Brown,忠孝復興,#BB7744,2024-01-08,85793
Brown,南京復興,#BB7744,2024-01-08,70057
Brown,中山國中,#BB7744,2024-01-08,37152
Brown,動物園,#BB7744,2024-01-09,85637
Brown,木柵,#BB7744,2024-01-09,18032
Brown,萬芳社區,#BB7744,2024-01-09,34117
Brown,萬芳醫院,#BB7744,2024-01-09,57488
Brown,辛亥,#BB7744,2024-01-09,4847
Brown,麟光,#BB7744,2024-01-09,40548
Brown,六張犁,#BB7744,2024-01-09,72564
Brown,科技大樓,#BB7744,2024-01-09,44937
Brown,大安,#BB7744,2024-01-09,54345
Brown,忠孝復興,#BB7744,2024-01-09,21545
Brown,南京復興,#BB7744,2024-01-09,32738
Brown,中山國中,#BB7744,2024-01-09,77072
Brown,動物園,#BB7744,2024-01-10,20905
Brown,木柵,#BB7744,2024-01-10,20829
Brown,萬芳社區,#BB7744,2024-01-10,24591
Brown,萬芳醫院,#BB7744,2024-01-10,8715
Brown,辛亥,#BB7744,2024-01-10,57522
Brown,麟光,#BB7744,2024-01-10,21758
Brown,六張犁,#BB7744,2024-01-10,70840
Brown,科技大樓,#BB7744,2024-01-10,9554
Brown,大安,#BB7744,2024-01-10,27954
Brown,忠孝復興,#BB7744,2024-01-10,81420
Brown,南京復興,#BB7744,2024-01-10,78148
Brown,中山國中,#BB7744,2024-01-10,80853
Brown,動物園,#BB7744,2024-01-11,37285
Brown,木柵,#BB7744,2024-01-11,79023
Brown,萬芳社區,#BB7744,2024-01-11,47120
Brown,萬芳醫院,#BB7744,2024-01-11,70007
Brown,辛亥,#BB7744,2024-01-11,30508
Brown,麟光,#BB7744,2024-01-11,5366
Brown,六張犁,#BB7744,2024-01-11,31536
Brown,科技大樓,#BB7744,2024-01-11,69865
Brown,大安,#BB7744,2024-01-11,60899
Brown,忠孝復興,#BB7744,2024-01-11,27369
Brown,南京復興,#BB7744,2024-01-11,19535
Brown,中山國中,#BB7744,2024-01-11,33454
Brown,動物園,#BB7744,2024-01-12,56617
Brown,木柵,#BB7744,2024-01-12,39947
Brown,萬芳社區,#BB7744,2024-01-12,49588
Brown,萬芳醫院,#BB7744,2024-01-12,64248
Brown,辛亥,#BB7744,2024-01-12,58538
Brown,麟光,#BB7744,2024-01-12,41056
Brown,六張犁,#BB7744,2024-01-12,66390
Brown,科技大樓,#BB7744,2024-01-12,81089
Brown,大安,#BB7744,2024-01-12,62886
Brown,忠孝復興,#BB7744,2024-01-12,62587
Brown,南京復興,#BB7744,2024-01-12,86693
Brown,中山國中,#BB7744,2024-01-12,36422
Brown,動物園,#BB7744,2024-01-13,55225
Brown,木柵,#BB7744,2024-01-13,11837
Brown,萬芳社區,#BB7744,2024-01-13,54713
Brown,萬芳醫院,#BB7744,2024-01-13,65577
Brown,辛亥,#BB7744,2024-01-13,65700
Brown,麟光,#BB7744,2024-01-13,14366
Brown,六張犁,#BB7744,2024-01-13,17717
Brown,科技大樓,#BB7744,2024-01-13,14757
Brown,大安,#BB7744,2024-01-13,32975
Brown,忠孝復興,#BB7744,2024-01-13,23368
Brown,南京復興,#BB7744,2024-01-13,69924
Brown,中山國中,#BB7744,2024-01-13,88542
Brown,動物園,#BB7744,2024-01-14,7469
Brown,木柵,#BB7744,2024-01-14,7911
Brown,萬芳社區,#BB7744,2024-01-14,53902
Brown,萬芳醫院,#BB7744,2024-01-14,57462
Brown,辛亥,#BB7744,2024-01-14,27055
Brown,麟光,#BB7744,2024-01-14,24684
Brown,六張犁,#BB7744,2024-01-14,21311
Brown,科技大樓,#BB7744,2024-01-14,51087
Brown,大安,#BB7744,2024-01-14,3159
Brown,忠孝復興,#BB7744,2024-01-14,25400
Brown,南京復興,#BB7744,2024-01-14,28022
Brown,中山國中,#BB7744,2024-01-14,39123
Brown,動物園,#BB7744,2024-01-15,15109
Brown,木柵,#BB7744,2024-01-15,75439
Brown,萬芳社區,#BB7744,2024-01-15,7993
Brown,萬芳醫院,#BB7744,2024-01-15,77300
Brown,辛亥,#BB7744,2024-01-15,62396
Brown,麟光,#BB7744,2024-01-15,45408
Brown,六張犁,#BB7744,2024-01-15,79508
Brown,科技大樓,#BB7744,2024-01-15,88089
Brown,大安,#BB7744,2024-01-15,68060
Brown,忠孝復興,#BB7744,2024-01-15,79688
Brown,南京復興,#BB7744,2024-01-15,19971
Brown,中山國中,#BB7744,2024-01-15,45403
Brown,動物園,#BB7744,2024-01-16,10112
Brown,木柵,#BB7744,2024-01-16,38386
Brown,萬芳社區,#BB7744,2024-01-16,68481
Brown,萬芳醫院,#BB7744,2024-01-16,21728
Brown,辛亥,#BB7744,2024-01-16,63079
Brown,麟光,#BB7744,2024-01-16,12751
Brown,六張犁,#BB7744,2024-01-16,69950
Brown,科技大樓,#BB7744,2024-01-16,59238
Brown,大安,#BB7744,2024-01-16,1237
Brown,忠孝復興,#BB7744,2024-01-16,35757
Brown,南京復興,#BB7744,2024-01-16,7728
Brown,中山國中,#BB7744,2024-01-16,88196
Brown,動物園,#BB7744,2024-01-17,57959
Brown,木柵,#BB7744,2024-01-17,2202
Brown,萬芳社區,#BB7744,2024-01-17,41252
Brown,萬芳醫院,#BB7744,2024-01-17,26598
Brown,辛亥,#BB7744,2024-01-17,38301
Brown,麟光,#BB7744,2024-01-17,6580
Brown,六張犁,#BB7744,2024-01-17,3437
Brown,科技大樓,#BB7744,2024-01-17,83801
Brown,大安,#BB7744,2024-01-17,2222
Brown,忠孝復興,#BB7744,2024-01-17,61796
Brown,南京復興,#BB7744,2024-01-17,62866
Brown,中山國中,#BB7744,2024-01-17,66711
Brown,動物園,#BB7744,2024-01-18,68560
Brown,木柵,#BB7744,2024-01-18,47605
Brown,萬芳社區,#BB7744,2024-01-18,66282
Brown,萬芳醫院,#BB7744,2024-01-18,52181
Brown,辛亥,#BB7744,2024-01-18,14487
Brown,麟光,#BB7744,2024-01-18,23423
Brown,六張犁,#BB7744,2024-01-18,59747
Brown,科技大樓,#BB7744,2024-01-18,10060
Brown,大安,#BB7744,2024-01-18,75385
Brown,忠孝復興,#BB7744,2024-01-18,5703
Brown,南京復興,#BB7744,2024-01-18,70188
Brown,中山國中,#BB7744,2024-01-18,72795
Brown,動物園,#BB7744,2024-01-19,20188
Brown,木柵,#BB7744,2024-01-19,64321
Brown,萬芳社區,#BB7744,2024-01-19,74368
Brown,萬芳醫院,#BB7744,2024-01-19,85038
Brown,辛亥,#BB7744,2024-01-19,88996
Brown,麟光,#BB7744,2024-01-19,15658
Brown,六張犁,#BB7744,2024-01-19,38395
Brown,科技大樓,#BB7744,2024-01-19,86342
Brown,大安,#BB7744,2024-01-19,17135
Brown,忠孝復興,#BB7744,2024-01-19,63134
Brown,南京復興,#BB7744,2024-01-19,1456
Brown,中山國中,#BB7744,2024-01-19,65366
Brown,動物園,#BB7744,2024-01-20,31120
Brown,木柵,#BB7744,2024-01-20,2929
Brown,萬芳社區,#BB7744,2024-01-20,33713
Brown,萬芳醫院,#BB7744,2024-01-20,16022
Brown,辛亥,#BB7744,2024-01-20,78855
Brown,麟光,#BB7744,2024-01-20,84905
Brown,六張犁,#BB7744,2024-01-20,11037
Brown,科技大樓,#BB7744,2024-01-20,52325
Brown,大安,#BB7744,2024-01-20,23489
Brown,忠孝復興,#BB7744,2024-01-20,42202
Brown,南京復興,#BB7744,2024-01-20,30336
Brown,中山國中,#BB7744,2024-01-20,86349
Brown,動物園,#BB7744,2024-01-21,78412
Brown,木柵,#BB7744,2024-01-21,45057
Brown,萬芳社區,#BB7744,2024-01-21,55828
Brown,萬芳醫院,#BB7744,2024-01-21,47170
Brown,辛亥,#BB7744,2024-01-21,68456
Brown,麟光,#BB7744,2024-01-21,36232
Brown,六張犁,#BB7744,2024-01-21,29661
Brown,科技大樓,#BB7744,2024-01-21,70002
Brown,大安,#BB7744,2024-01-21,72351
Brown,忠孝復興,#BB7744,2024-01-21,89594
Brown,南京復興,#BB7744,2024-01-21,21168
Brown,中山國中,#BB7744,2024-01-21,54032
Brown,動物園,#BB7744,2024-01-22,63032
Brown,木柵,#BB7744,2024-01-22,30073
Brown,萬芳社區,#BB7744,2024-01-22,53691
Brown,萬芳醫院,#BB7744,2024-01-22,60059
Brown,辛亥,#BB7744,2024-01-22,18177
Brown,麟光,#BB7744,2024-01-22,81151
Brown,六張犁,#BB7744,2024-01-22,3450
Brown,科技大樓,#BB7744,2024-01-22,62842
Brown,大安,#BB7744,2024-01-22,23912
Brown,忠孝復興,#BB7744,2024-01-22,20165
Brown,南京復興,#BB7744,2024-01-22,37503
Brown,中山國中,#BB7744,2024-01-22,31591
Brown,動物園,#BB7744,2024-01-23,52822
Brown,木柵,#BB7744,2024-01-23,89656
Brown,萬芳社區,#BB7744,2024-01-23,39680
Brown,萬芳醫院,#BB7744,2024-01-23,44334
Brown,辛亥,#BB7744,2024-01-23,27802
Brown,麟光,#BB7744,2024-01-23,44468
Brown,六張犁,#BB7744,2024-01-23,84965
Brown,科技大樓,#BB7744,2024-01-23,86355
Brown,大安,#BB7744,2024-01-23,68841
Brown,忠孝復興,#BB7744,2024-01-23,80844
Brown,南京復興,#BB7744,2024-01-23,15664
Brown,中山國中,#BB7744,2024-01-23,13153
Brown,動物園,#BB7744,2024-01-24,44703
Brown,木柵,#BB7744,2024-01-24,81869
Brown,萬芳社區,#BB7744,2024-01-24,5232
Brown,萬芳醫院,#BB7744,2024-01-24,63249
Brown,辛亥,#BB7744,2024-01-24,15581
Brown,麟光,#BB7744,2024-01-24,48146
Brown,六張犁,#BB7744,2024-01-24,82799
Brown,科技大樓,#BB7744,2024-01-24,27064
Brown,大安,#BB7744,2024-01-24,27408
Brown,忠孝復興,#BB7744,2024-01-24,44840
Brown,南京復興,#BB7744,2024-01-24,66739
Brown,中山國中,#BB7744,2024-01-24,67062
Brown,動物園,#BB7744,2024-01-25,74243
Brown,木柵,#BB7744,2024-01-25,48676
Brown,萬芳社區,#BB7744,2024-01-25,45677
Brown,萬芳醫院,#BB7744,2024-01-25,9146
Brown,辛亥,#BB7744,2024-01-25,37706
Brown,麟光,#BB7744,2024-01-25,77108
Brown,六張犁,#BB7744,2024-01-25,31333
Brown,科技大樓,#BB7744,2024-01-25,18215
Brown,大安,#BB7744,2024-01-25,40084
Brown,忠孝復興,#BB7744,2024-01-25,44482
Brown,南京復興,#BB7744,2024-01-25,31683
Brown,中山國中,#BB7744,2024-01-25,34907
Brown,動物園,#BB7744,2024-01-26,60814
Brown,木柵,#BB7744,2024-01-26,30019
Brown,萬芳社區,#BB7744,2024-01-26,67711
Brown,萬芳醫院,#BB7744,2024-01-26,44264
Brown,辛亥,#BB7744,2024-01-26,34534
Brown,麟光,#BB7744,2024-01-26,38736
Brown,六張犁,#BB7744,2024-01-26,20215
Brown,科技大樓,#BB7744,2024-01-26,84614
Brown,大安,#BB7744,2024-01-26,49857
Brown,忠孝復興,#BB7744,2024-01-26,64397
Brown,南京復興,#BB7744,2024-01-26,60145
Brown,中山國中,#BB7744,2024-01-26,9520
Brown,動物園,#BB7744,2024-01-27,85864
Brown,木柵,#BB7744,2024-01-27,13801
Brown,萬芳社區,#BB7744,2024-01-27,79283
Brown,萬芳醫院,#BB7744,2024-01-27,80595
Brown,辛亥,#BB7744,2024-01-27,51380
Brown,麟光,#BB7744,2024-01-27,86992
Brown,六張犁,#BB7744,2024-01-27,36810
Brown,科技大樓,#BB7744,2024-01-27,77839
Brown,大安,#BB7744,2024-01-27,50094
Brown,忠孝復興,#BB7744,2024-01-27,61080
Brown,南京復興,#BB7744,2024-01-27,61035
Brown,中山國中,#BB7744,2024-01-27,42113
Brown,動物園,#BB7744,2024-01-28,17846
Brown,木柵,#BB7744,2024-01-28,30491
Brown,萬芳社區,#BB7744,2024-01-28,45353
Brown,萬芳醫院,#BB7744,2024-01-28,5679
Brown,辛亥,#BB7744,2024-01-28,84718
Brown,麟光,#BB7744,2024-01-28,24494
Brown,六張犁,#BB7744,2024-01-28,71323
Brown,科技大樓,#BB7744,2024-01-28,41820
Brown,大安,#BB7744,2024-01-28,37268
Brown,忠孝復興,#BB7744,2024-01-28,14346
Brown,南京復興,#BB7744,2024-01-28,41631
Brown,中山國中,#BB7744,2024-01-28,14947
Brown,動物園,#BB7744,2024-01-29,42046
Brown,木柵,#BB7744,2024-01-29,72104
Brown,萬芳社區,#BB7744,2024-01-29,16459
Brown,萬芳醫院,#BB7744,2024-01-29,67081
Brown,辛亥,#BB7744,2024-01-29,67622
Brown,麟光,#BB7744,2024-01-29,47629
Brown,六張犁,#BB7744,2024-01-29,56875
Brown,科技大樓,#BB7744,2024-01-29,30669
Brown,大安,#BB7744,2024-01-29,56605
Brown,忠孝復興,#BB7744,2024-01-29,83844
Brown,南京復興,#BB7744,2024-01-29,10077
Brown,中山國中,#BB7744,2024-01-29,58474
Brown,動物園,#BB7744,2024-01-30,70623
Brown,木柵,#BB7744,2024-01-30,2787
Brown,萬芳社區,#BB7744,2024-01-30,36911
Brown,萬芳醫院,#BB7744,2024-01-30,20183
Brown,辛亥,#BB7744,2024-01-30,51230
Brown,麟光,#BB7744,2024-01-30,4576
Brown,六張犁,#BB7744,2024-01-30,37851
Brown,科技大樓,#BB7744,2024-01-30,84417
Brown,大安,#BB7744,2024-01-30,37777
Brown,忠孝復興,#BB7744,2024-01-30,30035
Brown,南京復興,#BB7744,2024-01-30,84062
Brown,中山國中,#BB7744,2024-01-30,30783
Brown,動物園,#BB7744,2024-01-31,61693
Brown,木柵,#BB7744,2024-01-31,72210
Brown,萬芳社區,#BB7744,2024-01-31,30974
Brown,萬芳醫院,#BB7744,2024-01-31,10778
Brown,辛亥,#BB7744,2024-01-31,60462
Brown,麟光,#BB7744,2024-01-31,35811
Brown,六張犁,#BB7744,2024-01-31,89968
Brown,科技大樓,#BB7744,2024-01-31,38631
Brown,大安,#BB7744,2024-01-31,36816
Brown,忠孝復興,#BB7744,2024-01-31,3726
Brown,南京復興,#BB7744,2024-01-31,52030
Brown,中山國中,#BB7744,2024-01-31,74988
Brown,動物園,#BB7744,2024-02-01,83326
Brown,木柵,#BB7744,2024-02-01,27097
Brown,萬芳社區,#BB7744,2024-02-01,43037
Brown,萬芳醫院,#BB7744,2024-02-01,54402
Brown,辛亥,#BB7744,2024-02-01,53626
Brown,麟光,#BB7744,2024-02-01,30856
Brown,六張犁,#BB7744,2024-02-01,19559
Brown,科技大樓,#BB7744,2024-02-01,41718
Brown,大安,#BB7744,2024-02-01,53537
Brown,忠孝復興,#BB7744,2024-02-01,67755
Brown,南京復興,#BB7744,2024-02-01,64838
Brown,中山國中,#BB7744,2024-02-01,7024
Brown,動物園,#BB7744,2024-02-02,43394
Brown,木柵,#BB7744,2024-02-02,1831
Brown,萬芳社區,#BB7744,2024-02-02,74806
Brown,萬芳醫院,#BB7744,2024-02-02,53064
Brown,辛亥,#BB7744,2024-02-02,33060
Brown,麟光,#BB7744,2024-02-02,72893
Brown,六張犁,#BB7744,2024-02-02,56496
Brown,科技大樓,#BB7744,2024-02-02,76200
Brown,大安,#BB7744,2024-02-02,44071
Brown,忠孝復興,#BB7744,2024-02-02,72355
Brown,南京復興,#BB7744,2024-02-02,24902
Brown,中山國中,#BB7744,2024-02-02,34078
Brown,動物園,#BB7744,2024-02-03,1935
Brown,木柵,#BB7744,2024-02-03,59992
Brown,萬芳社區,#BB7744,2024-02-03,32003
Brown,萬芳醫院,#BB7744,2024-02-03,74169
Brown,辛亥,#BB7744,2024-02-03,86832
Brown,麟光,#BB7744,2024-02-03,67491
Brown,六張犁,#BB7744,2024-02-03,54238
Brown,科技大樓,#BB7744,2024-02-03,24933
Brown,大安,#BB7744,2024-02-03,38873
Brown,忠孝復興,#BB7744,2024-02-03,73313
Brown,南京復興,#BB7744,2024-02-03,62740
Brown,中山國中,#BB7744,2024-02-03,68870
Brown,動物園,#BB7744,2024-02-04,71305
Brown,木柵,#BB7744,2024-02-04,87023
Brown,萬芳社區,#BB7744,2024-02-04,30877
Brown,萬芳醫院,#BB7744,2024-02-04,74507
Brown,辛亥,#BB7744,2024-02-04,75915
Brown,麟光,#BB7744,2024-02-04,12991
Brown,六張犁,#BB7744,2024-02-04,57177
Brown,科技大樓,#BB7744,2024-02-04,27373
Brown,大安,#BB7744,2024-02-04,61649
Brown,忠孝復興,#BB7744,2024-02-04,11873
Brown,南京復興,#BB7744,2024-02-04,27634
Brown,中山國中,#BB7744,2024-02-04,77258
Brown,動物園,#BB7744,2024-02-05,44299
Brown,木柵,#BB7744,2024-02-05,24154
Brown,萬芳社區,#BB7744,2024-02-05,16415
Brown,萬芳醫院,#BB7744,2024-02-05,24528
Brown,辛亥,#BB7744,2024-02-05,61323
Brown,麟光,#BB7744,2024-02-05,69872
Brown,六張犁,#BB7744,2024-02-05,83395
Brown,科技大樓,#BB7744,2024-02-05,40060
Brown,大安,#BB7744,2024-02-05,9475
Brown,忠孝復興,#BB7744,2024-02-05,26214
Brown,南京復興,#BB7744,2024-02-05,26858
Brown,中山國中,#BB7744,2024-02-05,13711
Brown,動物園,#BB7744,2024-02-06,83716
Brown,木柵,#BB7744,2024-02-06,69817
Brown,萬芳社區,#BB7744,2024-02-06,75283
Brown,萬芳醫院,#BB7744,2024-02-06,55835
Brown,辛亥,#BB7744,2024-02-06,18358
Brown,麟光,#BB7744,2024-02-06,51262
Brown,六張犁,#BB7744,2024-02-06,18066
Brown,科技大樓,#BB7744,2024-02-06,47273
Brown,大安,#BB7744,2024-02-06,77109
Brown,忠孝復興,#BB7744,2024-02-06,83638
Brown,南京復興,#BB7744,2024-02-06,12959
Brown,中山國中,#BB7744,2024-02-06,36443
Brown,動物園,#BB7744,2024-02-07,85042
Brown,木柵,#BB7744,2024-02-07,71738
Brown,萬芳社區,#BB7744,2024-02-07,24399
Brown,萬芳醫院,#BB7744,2024-02-07,52249
Brown,辛亥,#BB7744,2024-02-07,78549
Brown,麟光,#BB7744,2024-02-07,2826
Brown,六張犁,#BB7744,2024-02-07,1080
Brown,科技大樓,#BB7744,2024-02-07,46130
Brown,大安,#BB7744,2024-02-07,13689
Brown,忠孝復興,#BB7744,2024-02-07,43163
Brown,南京復興,#BB7744,2024-02-07,76154
Brown,中山國中,#BB7744,2024-02-07,22340
Brown,動物園,#BB7744,2024-02-08,69249
Brown,木柵,#BB7744,2024-02-08,55344
Brown,萬芳社區,#BB7744,2024-02-08,9384
Brown,萬芳醫院,#BB7744,2024-02-08,80128
Brown,辛亥,#BB7744,2024-02-08,22636
Brown,麟光,#BB7744,2024-02-08,58239
Brown,六張犁,#BB7744,2024-02-08,35403
Brown,科技大樓,#BB7744,2024-02-08,30779
Brown,大安,#BB7744,2024-02-08,12072
Brown,忠孝復興,#BB7744,2024-02-08,51528
Brown,南京復興,#BB7744,2024-02-08,48184
Brown,中山國中,#BB7744,2024-02-08,13009
Brown,動物園,#BB7744,2024-02-09,68384
Brown,木柵,#BB7744,2024-02-09,46905
Brown,萬芳社區,#BB7744,2024-02-09,6535
Brown,萬芳醫院,#BB7744,2024-02-09,79544
Brown,辛亥,#BB7744,2024-02-09,18505
Brown,麟光,#BB7744,2024-02-09,11326
Brown,六張犁,#BB7744,2024-02-09,87132
Brown,科技大樓,#BB7744,2024-02-09,81927
Brown,大安,#BB7744,2024-02-09,76600
Brown,忠孝復興,#BB7744,2024-02-09,44405
Brown,南京復興,#BB7744,2024-02-09,61019
Brown,中山國中,#BB7744,2024-02-09,41008
Brown,動物園,#BB7744,2024-02-10,1518
Brown,木柵,#BB7744,2024-02-10,25689
Brown,萬芳社區,#BB7744,2024-02-10,74386
Brown,萬芳醫院,#BB7744,2024-02-10,24007
Brown,辛亥,#BB7744,2024-02-10,80985
Brown,麟光,#BB7744,2024-02-10,35077
Brown,六張犁,#BB7744,2024-02-10,19656
Brown,科技大樓,#BB7744,2024-02-10,51976
Brown,大安,#BB7744,2024-02-10,72822
Brown,忠孝復興,#BB7744,2024-02-10,55732
Brown,南京復興,#BB7744,2024-02-10,55079
Brown,中山國中,#BB7744,2024-02-10,5191
Brown,動物園,#BB7744,2024-02-11,24668
Brown,木柵,#BB7744,2024-02-11,3778
Brown,萬芳社區,#BB7744,2024-02-11,19767
Brown,萬芳醫院,#BB7744,2024-02-11,46795
Brown,辛亥,#BB7744,2024-02-11,7395
Brown,麟光,#BB7744,2024-02-11,43085
Brown,六張犁,#BB7744,2024-02-11,29298
Brown,科技大樓,#BB7744,2024-02-11,22427
Brown,大安,#BB7744,2024-02-11,1252
Brown,忠孝復興,#BB7744,2024-02-11,9479
Brown,南京復興,#BB7744,2024-02-11,40997
Brown,中山國中,#BB7744,2024-02-11,52660
Brown,動物園,#BB7744,2024-02-12,65733
Brown,木柵,#BB7744,2024-02-12,59238
Brown,萬芳社區,#BB7744,2024-02-12,63704
Brown,萬芳醫院,#BB7744,2024-02-12,38322
Brown,辛亥,#BB7744,2024-02-12,34815
Brown,麟光,#BB7744,2024-02-12,69668
Brown,六張犁,#BB7744,2024-02-12,53456
Brown,科技大樓,#BB7744,2024-02-12,20893
Brown,大安,#BB7744,2024-02-12,36566
Brown,忠孝復興,#BB7744,2024-02-12,1537
Brown,南京復興,#BB7744,2024-02-12,52673
Brown,中山國中,#BB7744,2024-02-12,58643
Brown,動物園,#BB7744,2024-02-13,69576
Brown,木柵,#BB7744,2024-02-13,58872
Brown,萬芳社區,#BB7744,2024-02-13,49641
Brown,萬芳醫院,#BB7744,2024-02-13,86123
Brown,辛亥,#BB7744,2024-02-13,18313
Brown,麟光,#BB7744,2024-02-13,21620
Brown,六張犁,#BB7744,2024-02-13,19748
Brown,科技大樓,#BB7744,2024-02-13,31049
Brown,大安,#BB7744,2024-02-13,52219
Brown,忠孝復興,#BB7744,2024-02-13,50448
Brown,南京復興,#BB7744,2024-02-13,60269
Brown,中山國中,#BB7744,2024-02-13,67746
Brown,動物園,#BB7744,2024-02-14,30651
Brown,木柵,#BB7744,2024-02-14,53029
Brown,萬芳社區,#BB7744,2024-02-14,32116
Brown,萬芳醫院,#BB7744,2024-02-14,74165
Brown,辛亥,#BB7744,2024-02-14,31475
Brown,麟光,#BB7744,2024-02-14,82586
Brown,六張犁,#BB7744,2024-02-14,24145
Brown,科技大樓,#BB7744,2024-02-14,80547
Brown,大安,#BB7744,2024-02-14,75413
Brown,忠孝復興,#BB7744,2024-02-14,62811
Brown,南京復興,#BB7744,2024-02-14,3673
Brown,中山國中,#BB7744,2024-02-14,33686
Brown,動物園,#BB7744,2024-02-15,47164
Brown,木柵,#BB7744,2024-02-15,83368
Brown,萬芳社區,#BB7744,2024-02-15,26035
Brown,萬芳醫院,#BB7744,2024-02-15,37382
Brown,辛亥,#BB7744,2024-02-15,53587
Brown,麟光,#BB7744,2024-02-15,52136
Brown,六張犁,#BB7744,2024-02-15,56660
Brown,科技大樓,#BB7744,2024-02-15,52791
Brown,大安,#BB7744,2024-02-15,60886
Brown,忠孝復興,#BB7744,2024-02-15,29360
Brown,南京復興,#BB7744,2024-02-15,8124
Brown,中山國中,#BB7744,2024-02-15,17125
Brown,動物園,#BB7744,2024-02-16,52305
